,id,model,Datetime,point,path,isgood
1104,a27590e050da0c9c,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:12:00,spine02,./audio_files/20210713-161232-a27590e050da0c9c-spine02.wav,1
1297,d594cbe6e2461128,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 14:08:00,chest01,./audio_files/20210915-140850-d594cbe6e2461128-chest01.wav,2
1078,ac99665412a2790e,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:02:00,chest02,./audio_files/20210713-160211-ac99665412a2790e-chest02.wav,1
1403,0ff28e40dc482d96,Xiaomi M2004J19C | 10,2021-10-29 21:30:00,spine04,./audio_files/20211029-213043-0ff28e40dc482d96-spine04.wav,0
1279,764e8c267dd4f851,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 11:03:00,spine01,./audio_files/20210915-110343-764e8c267dd4f851-spine01.wav,0
1331,f3ba2c54c70c9ba0,Xiaomi Redmi Note 9 Pro | 10,2021-10-18 12:53:00,chest03,./audio_files/20211018-125341-f3ba2c54c70c9ba0-chest03.wav,2
682,d12cb63895b8f572,Xiaomi Redmi Note 9 Pro | 10,2021-06-02 15:30:00,spine06,./audio_files/20210602-153021-d12cb63895b8f572-spine06.wav,0
860,b60a5492672c26fc,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:38:00,spine03,./audio_files/20210706-113851-b60a5492672c26fc-spine03.wav,0
1190,c0af8c9364fe0349,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 09:51:00,spine03,./audio_files/20210913-095146-c0af8c9364fe0349-spine03.wav,0
578,c8049ed8c648ca88,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:27:00,spine03,./audio_files/20210506-122759-c8049ed8c648ca88-spine03.wav,0
902,bec20fb2641fc057,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 11:34:00,spine01,./audio_files/20210708-113425-bec20fb2641fc057-spine01.wav,0
1139,8c91e740b3126bbf,Xiaomi Redmi Note 9 Pro | 10,2021-08-25 14:56:00,chest03,./audio_files/20210825-145609-8c91e740b3126bbf-chest03.wav,0
504,6d1edd385a4f3e0b,HUAWEI ANE-LX1 | 8.0.0,2021-04-21 11:19:00,spine03,./audio_files/20210421-111949-6d1edd385a4f3e0b-spine03.wav,0
796,d6b78c5a77366a66,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 12:38:00,spine01,./audio_files/20210702-123857-d6b78c5a77366a66-spine01.wav,0
448,2e39c794afea25d7,Xiaomi Mi A2 | 10,2021-04-01 14:45:00,spine03,./audio_files/20210401-144554-2e39c794afea25d7-spine03.wav,2
803,8dcdd023636e5817,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 14:07:00,spine01,./audio_files/20210702-140747-8dcdd023636e5817-spine01.wav,0
1669,42b540f65c13aa6f,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 15:01:00,spine03,./audio_files/20211201-150148-42b540f65c13aa6f-spine03.wav,0
204,bff5b154aa16d0c2,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:28:00,spine06,./audio_files/20190928-122816-bff5b154aa16d0c2-spine06.wav,0
1325,7e47c5ae6034a1a3,Xiaomi Redmi Note 9 Pro | 10,2021-10-05 09:56:00,spine02,./audio_files/20211005-095645-7e47c5ae6034a1a3-spine02.wav,0
1015,7915bb240bc76131,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:34:00,chest01,./audio_files/20210713-153443-7915bb240bc76131-chest01.wav,1
1224,af83f4caf7628298,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 12:57:00,spine04,./audio_files/20210913-125710-af83f4caf7628298-spine04.wav,0
1118,4513434293a6952f,Xiaomi Redmi Note 9 Pro | 10,2021-08-23 12:42:00,chest04,./audio_files/20210823-124231-4513434293a6952f-chest04.wav,0
1522,ef97c6e5c3e6f321,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 14:45:00,spine02,./audio_files/20211117-144541-ef97c6e5c3e6f321-spine02.wav,0
430,70c1ce00e5f9fa94,HUAWEI ANE-LX1 | 8.0.0,2021-03-18 16:08:00,chest03,./audio_files/20210318-160838-70c1ce00e5f9fa94-chest03.wav,0
51,a2ca3ce9c78b5993,HUAWEI ANE-LX1 | 8.0.0,2019-08-17 11:48:00,chest02,./audio_files/20190817-114816-a2ca3ce9c78b5993-chest02.wav,0
1123,5a230ba61621abdb,Xiaomi Redmi Note 9 Pro | 10,2021-08-23 13:41:00,chest03,./audio_files/20210823-134106-5a230ba61621abdb-chest03.wav,0
191,39efeec631702353,HUAWEI ANE-LX1 | 8.0.0,2019-09-24 15:14:00,chest04,./audio_files/20190924-151450-39efeec631702353-chest04.wav,0
212,2b8e0d0ee02e79ba,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:33:00,spine03,./audio_files/20190928-123336-2b8e0d0ee02e79ba-spine03.wav,0
1277,764e8c267dd4f851,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 11:03:00,spine02,./audio_files/20210915-110343-764e8c267dd4f851-spine02.wav,0
1376,838f08a7afc00923,Xiaomi Redmi Note 9 Pro | 10,2021-10-25 12:17:00,spine03,./audio_files/20211025-121721-838f08a7afc00923-spine03.wav,0
1599,433f508bfb069581,Xiaomi Redmi Note 9 Pro | 11,2021-11-29 13:04:00,spine04,./audio_files/20211129-130401-433f508bfb069581-spine04.wav,0
748,d4c194acbc9409d4,Xiaomi Redmi Note 9 Pro | 10,2021-06-15 13:34:00,chest02,./audio_files/20210615-133427-d4c194acbc9409d4-chest02.wav,0
753,d4c194acbc9409d4,Xiaomi Redmi Note 9 Pro | 10,2021-06-15 13:34:00,spine01,./audio_files/20210615-133427-d4c194acbc9409d4-spine01.wav,0
117,3699c6dc9046a0f0,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:46:00,spine04,./audio_files/20190827-144638-3699c6dc9046a0f0-spine04.wav,0
1361,88fe162efde77c67,Xiaomi M2003J15SC | 10,2021-10-22 00:05:00,chest01,./audio_files/20211022-000528-88fe162efde77c67-chest01.wav,0
183,5c559c7e3f1757a7,HUAWEI ANE-LX1 | 8.0.0,2019-09-14 10:29:00,spine03,./audio_files/20190914-102916-5c559c7e3f1757a7-spine03.wav,0
1294,839123d952bf7c26,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 13:58:00,spine03,./audio_files/20210915-135824-839123d952bf7c26-spine03.wav,0
1607,64f9c13f97eee760,Xiaomi Redmi Note 9 Pro | 11,2021-11-30 12:13:00,spine06,./audio_files/20211130-121333-64f9c13f97eee760-spine06.wav,1
849,7b618637e3f9b1e7,Xiaomi Redmi Note 9 Pro | 10,2021-07-05 11:06:00,chest04,./audio_files/20210705-110639-7b618637e3f9b1e7-chest04.wav,0
1266,34df4c17cc1ac7e5,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 10:58:00,chest02,./audio_files/20210915-105841-34df4c17cc1ac7e5-chest02.wav,2
926,81f53bcad83eb027,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:19:00,spine04,./audio_files/20210708-181920-81f53bcad83eb027-spine04.wav,0
22,abc84c056a3ecf9d,HUAWEI ANE-LX1 | 8.0.0,2019-08-15 15:03:00,chest03,./audio_files/20190815-150320-abc84c056a3ecf9d-chest03.wav,0
927,02166962562e3fd1,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:21:00,chest01,./audio_files/20210708-182111-02166962562e3fd1-chest01.wav,0
1009,1cde4996c2ea96d6,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:28:00,chest03,./audio_files/20210713-152820-1cde4996c2ea96d6-chest03.wav,0
465,e7dacad5835e6114,Xiaomi Mi A2 | 10,2021-04-06 10:54:00,spine02,./audio_files/20210406-105419-e7dacad5835e6114-spine02.wav,2
370,d07b333eb64c895d,Xiaomi Mi A2 | 10,2021-02-26 15:04:00,chest01,./audio_files/20210226-150416-d07b333eb64c895d-chest01.wav,0
995,1b5de2e12956f87b,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:25:00,spine02,./audio_files/20210713-152513-1b5de2e12956f87b-spine02.wav,0
320,014143ef87df8dfd,HUAWEI ANE-LX1 | 8.0.0,2021-01-12 16:38:00,spine05,./audio_files/20210112-163805-014143ef87df8dfd-spine05.wav,0
407,7f966b573d583b6d,Xiaomi Mi A2 | 10,2021-03-08 14:02:00,chest04,./audio_files/20210308-140251-7f966b573d583b6d-chest04.wav,0
690,779b952c3de329ab,Xiaomi Mi A2 | 10,2021-06-03 12:30:00,spine03,./audio_files/20210603-123038-779b952c3de329ab-spine03.wav,0
484,2dd3b0f1c7c2bce7,Xiaomi Mi A2 | 10,2021-04-08 11:07:00,chest02,./audio_files/20210408-110746-2dd3b0f1c7c2bce7-chest02.wav,2
1247,7e6d2038a94e58e0,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:33:00,spine01,./audio_files/20210914-103309-7e6d2038a94e58e0-spine01.wav,0
1439,7a27d0121181a999,Xiaomi Mi A2 | 10,2021-11-01 18:40:00,spine02,./audio_files/20211101-184018-7a27d0121181a999-spine02.wav,1
1340,655f1318095b988a,Xiaomi Redmi Note 9 Pro | 10,2021-10-18 12:59:00,chest04,./audio_files/20211018-125955-655f1318095b988a-chest04.wav,1
399,b9002b8aaf01106b,Xiaomi Mi A2 | 10,2021-03-08 13:17:00,chest04,./audio_files/20210308-131754-b9002b8aaf01106b-chest04.wav,0
733,e2dbece695e619c9,Xiaomi Mi A2 | 10,2021-06-07 12:11:00,chest03,./audio_files/20210607-121141-e2dbece695e619c9-chest03.wav,0
373,d07b333eb64c895d,Xiaomi Mi A2 | 10,2021-02-26 15:04:00,chest04,./audio_files/20210226-150416-d07b333eb64c895d-chest04.wav,2
638,a118dbec127612da,Xiaomi Redmi Note 9 Pro | 10,2021-05-21 10:18:00,spine02,./audio_files/20210521-101821-a118dbec127612da-spine02.wav,0
481,f33b6d57df5774c2,Xiaomi Mi A2 | 10,2021-04-08 11:01:00,spine02,./audio_files/20210408-110148-f33b6d57df5774c2-spine02.wav,2
1719,21fd5d5aa56101d5,Xiaomi Redmi Note 9 Pro | 10,2021-12-07 12:37:00,chest01,./audio_files/20211207-123750-21fd5d5aa56101d5-chest01.wav,0
883,15bf4d14f28fea44,Xiaomi Redmi Note 9 Pro | 10,2021-07-07 12:41:00,spine02,./audio_files/20210707-124145-15bf4d14f28fea44-spine02.wav,0
1392,0657eaa451ac2742,Xiaomi Redmi Note 9 Pro | 10,2021-10-29 10:07:00,spine03,./audio_files/20211029-100738-0657eaa451ac2742-spine03.wav,0
1329,f3ba2c54c70c9ba0,Xiaomi Redmi Note 9 Pro | 10,2021-10-18 12:53:00,chest01,./audio_files/20211018-125341-f3ba2c54c70c9ba0-chest01.wav,2
658,201e5e0eb13582ab,Xiaomi Redmi Note 9 Pro | 10,2021-06-01 12:33:00,chest04,./audio_files/20210601-123329-201e5e0eb13582ab-chest04.wav,0
1699,074d9f644b9d0d25,Xiaomi Redmi Note 9 Pro | 10,2021-12-02 15:11:00,spine01,./audio_files/20211202-151143-074d9f644b9d0d25-spine01.wav,0
905,da0fcc13da246f60,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 11:35:00,chest03,./audio_files/20210708-113555-da0fcc13da246f60-chest03.wav,0
1194,767927efd97ec9bc,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 10:12:00,chest02,./audio_files/20210913-101254-767927efd97ec9bc-chest02.wav,0
1225,0c1cb7bc2b7df7fb,Xiaomi Redmi Note 9 Pro | 10,2021-09-14 10:06:00,chest01,./audio_files/20210914-100648-0c1cb7bc2b7df7fb-chest01.wav,0
996,1b5de2e12956f87b,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:25:00,spine03,./audio_files/20210713-152513-1b5de2e12956f87b-spine03.wav,0
226,f8c7b8c0729977f5,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:41:00,spine05,./audio_files/20190928-124122-f8c7b8c0729977f5-spine05.wav,0
89,cb67e195e3118a77,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:28:00,spine05,./audio_files/20190827-142849-cb67e195e3118a77-spine05.wav,0
514,80d4639d94db6ac7,HUAWEI ANE-LX1 | 8.0.0,2021-04-23 11:53:00,spine03,./audio_files/20210423-115328-80d4639d94db6ac7-spine03.wav,0
1129,a1dfb8da6b7f7926,Xiaomi Redmi Note 9 Pro | 10,2021-08-24 10:18:00,chest01,./audio_files/20210824-101851-a1dfb8da6b7f7926-chest01.wav,0
80,cb67e195e3118a77,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:28:00,chest01,./audio_files/20190827-142849-cb67e195e3118a77-chest01.wav,0
225,f8c7b8c0729977f5,HUAWEI ANE-LX1 | 8.0.0,2019-09-28 12:41:00,spine04,./audio_files/20190928-124122-f8c7b8c0729977f5-spine04.wav,0
35,05fe0d34d90f6a11,HUAWEI ANE-LX1 | 8.0.0,2019-08-15 15:11:00,spine03,./audio_files/20190815-151103-05fe0d34d90f6a11-spine03.wav,0
1357,befe03d0b94124c1,Xiaomi Redmi Note 9 Pro | 10,2021-10-20 14:52:00,spine02,./audio_files/20211020-145259-befe03d0b94124c1-spine02.wav,2
127,21da888c2db0925b,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:52:00,spine05,./audio_files/20190827-145201-21da888c2db0925b-spine05.wav,0
1653,f6fd072eabe89daa,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 14:49:00,spine05,./audio_files/20211201-144947-f6fd072eabe89daa-spine05.wav,1
339,19590208025dad9e,Xiaomi Mi A2 | 10,2021-01-26 10:35:00,chest03,./audio_files/20210126-103558-19590208025dad9e-chest03.wav,0
1623,9a5488f27ac941de,Xiaomi Redmi Note 9 Pro | 10,2021-12-01 11:02:00,spine04,./audio_files/20211201-110208-9a5488f27ac941de-spine04.wav,1
934,02166962562e3fd1,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:21:00,spine04,./audio_files/20210708-182111-02166962562e3fd1-spine04.wav,0
1299,d594cbe6e2461128,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 14:08:00,chest03,./audio_files/20210915-140850-d594cbe6e2461128-chest03.wav,2
1574,2d60298dc35e5d47,Xiaomi Redmi Note 9 Pro | 11,2021-11-19 12:30:00,chest01,./audio_files/20211119-123049-2d60298dc35e5d47-chest01.wav,1
1289,839123d952bf7c26,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 13:58:00,chest01,./audio_files/20210915-135824-839123d952bf7c26-chest01.wav,0
1546,a491c64ccf20117f,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 16:50:00,spine02,./audio_files/20211117-165002-a491c64ccf20117f-spine02.wav,2
756,c595452dd49fd4be,Xiaomi Redmi Note 9 Pro | 10,2021-06-29 09:55:00,chest03,./audio_files/20210629-095503-c595452dd49fd4be-chest03.wav,0
986,b200906b96f48958,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 19:00:00,spine02,./audio_files/20210708-190042-b200906b96f48958-spine02.wav,0
488,2dd3b0f1c7c2bce7,Xiaomi Mi A2 | 10,2021-04-08 11:07:00,spine01,./audio_files/20210408-110746-2dd3b0f1c7c2bce7-spine01.wav,0
591,6d44ac7639a32a3f,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:33:00,spine04,./audio_files/20210506-123320-6d44ac7639a32a3f-spine04.wav,0
590,6d44ac7639a32a3f,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:33:00,spine06,./audio_files/20210506-123320-6d44ac7639a32a3f-spine06.wav,0
896,bec20fb2641fc057,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 11:34:00,chest01,./audio_files/20210708-113425-bec20fb2641fc057-chest01.wav,0
594,fde59c0c83cd45a4,Xiaomi Redmi Note 9 Pro | 10,2021-05-07 11:03:00,chest02,./audio_files/20210507-110341-fde59c0c83cd45a4-chest02.wav,0
939,1449f80965ed0aab,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:39:00,spine02,./audio_files/20210708-183927-1449f80965ed0aab-spine02.wav,1
1012,1cde4996c2ea96d6,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:28:00,spine03,./audio_files/20210713-152820-1cde4996c2ea96d6-spine03.wav,0
305,58cc11160cd7d292,samsung SM-A530F | 9,2020-10-08 09:15:00,chest01,./audio_files/20201008-091516-58cc11160cd7d292-chest01.wav,2
543,3410f6592b7f99e3,Xiaomi Redmi Note 9 Pro | 10,2021-04-26 15:07:00,chest02,./audio_files/20210426-150725-3410f6592b7f99e3-chest02.wav,0
563,b52431b003b7bb06,HUAWEI ANE-LX1 | 8.0.0,2021-05-03 13:42:00,spine06,./audio_files/20210503-134235-b52431b003b7bb06-spine06.wav,0
903,da0fcc13da246f60,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 11:35:00,chest01,./audio_files/20210708-113555-da0fcc13da246f60-chest01.wav,0
257,9171fcad2f2321e0,Xiaomi Mi A2 | 10,2020-03-26 11:28:00,chest04,./audio_files/20200326-112847-9171fcad2f2321e0-chest04.wav,0
1020,7915bb240bc76131,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:34:00,spine01,./audio_files/20210713-153443-7915bb240bc76131-spine01.wav,0
840,159fb9bc0125ec8d,Xiaomi Redmi Note 9 Pro | 10,2021-07-05 11:05:00,spine02,./audio_files/20210705-110527-159fb9bc0125ec8d-spine02.wav,0
62,fd34b022a3c5e00f,samsung SM-A605FN | 8.0.0,2019-08-19 17:51:00,chest03,./audio_files/20190819-175159-fd34b022a3c5e00f-chest03.wav,0
427,9dddc5c740820565,Xiaomi Mi A2 | 10,2021-03-08 14:40:00,chest04,./audio_files/20210308-144011-9dddc5c740820565-chest04.wav,0
495,e8e1fbb1f6277344,HUAWEI ANE-LX1 | 8.0.0,2021-04-20 11:40:00,spine01,./audio_files/20210420-114014-e8e1fbb1f6277344-spine01.wav,0
184,5c559c7e3f1757a7,HUAWEI ANE-LX1 | 8.0.0,2019-09-14 10:29:00,spine01,./audio_files/20190914-102916-5c559c7e3f1757a7-spine01.wav,0
156,aed7fce4a0241a6c,HUAWEI ANE-LX1 | 8.0.0,2019-09-12 15:57:00,spine04,./audio_files/20190912-155751-aed7fce4a0241a6c-spine04.wav,0
599,fde59c0c83cd45a4,Xiaomi Redmi Note 9 Pro | 10,2021-05-07 11:03:00,spine04,./audio_files/20210507-110341-fde59c0c83cd45a4-spine04.wav,0
953,40a18e5fc09a9ebd,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:46:00,chest03,./audio_files/20210708-184657-40a18e5fc09a9ebd-chest03.wav,1
1095,9f5eb2ea6c5ff862,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:11:00,chest04,./audio_files/20210713-161121-9f5eb2ea6c5ff862-chest04.wav,1
1003,f465ff10f8dabe78,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:26:00,spine02,./audio_files/20210713-152640-f465ff10f8dabe78-spine02.wav,0
595,fde59c0c83cd45a4,Xiaomi Redmi Note 9 Pro | 10,2021-05-07 11:03:00,chest04,./audio_files/20210507-110341-fde59c0c83cd45a4-chest04.wav,0
380,292fb5e28213fae0,Xiaomi Mi A2 | 10,2021-03-08 12:07:00,chest03,./audio_files/20210308-120746-292fb5e28213fae0-chest03.wav,0
1458,abbff4826ec9a3af,Xiaomi Redmi Note 9 Pro | 10,2021-11-02 14:24:00,spine01,./audio_files/20211102-142437-abbff4826ec9a3af-spine01.wav,2
1330,f3ba2c54c70c9ba0,Xiaomi Redmi Note 9 Pro | 10,2021-10-18 12:53:00,chest02,./audio_files/20211018-125341-f3ba2c54c70c9ba0-chest02.wav,2
1080,ac99665412a2790e,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 16:02:00,chest04,./audio_files/20210713-160211-ac99665412a2790e-chest04.wav,1
259,fbeb9d93a918a852,samsung SM-A605FN | 10,2020-08-26 10:47:00,chest02,./audio_files/20200826-104734-fbeb9d93a918a852-chest02.wav,0
1179,e7691680fdb63767,Xiaomi Redmi Note 9 Pro | 10,2021-09-10 11:18:00,chest03,./audio_files/20210910-111817-e7691680fdb63767-chest03.wav,0
405,7f966b573d583b6d,Xiaomi Mi A2 | 10,2021-03-08 14:02:00,chest02,./audio_files/20210308-140251-7f966b573d583b6d-chest02.wav,0
44,606d97058c1bb8ee,samsung SM-A605FN | 8.0.0,2019-08-16 12:11:00,spine02,./audio_files/20190816-121120-606d97058c1bb8ee-spine02.wav,0
600,778a4d8534e42ddf,Xiaomi Redmi Note 9 Pro | 10,2021-05-18 10:08:00,chest01,./audio_files/20210518-100844-778a4d8534e42ddf-chest01.wav,0
464,e7dacad5835e6114,Xiaomi Mi A2 | 10,2021-04-06 10:54:00,chest04,./audio_files/20210406-105419-e7dacad5835e6114-chest04.wav,2
1683,f60fd2803c4d0b9b,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 15:07:00,spine05,./audio_files/20211201-150728-f60fd2803c4d0b9b-spine05.wav,0
856,b60a5492672c26fc,Xiaomi Redmi Note 9 Pro | 10,2021-07-06 11:38:00,chest02,./audio_files/20210706-113851-b60a5492672c26fc-chest02.wav,0
812,85906b68bd748e15,Xiaomi Redmi Note 9 Pro | 10,2021-07-02 14:09:00,spine04,./audio_files/20210702-140953-85906b68bd748e15-spine04.wav,0
1203,49a6a00fe33fde3b,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 11:21:00,chest03,./audio_files/20210913-112114-49a6a00fe33fde3b-chest03.wav,0
544,3410f6592b7f99e3,Xiaomi Redmi Note 9 Pro | 10,2021-04-26 15:07:00,chest03,./audio_files/20210426-150725-3410f6592b7f99e3-chest03.wav,0
678,d12cb63895b8f572,Xiaomi Redmi Note 9 Pro | 10,2021-06-02 15:30:00,chest04,./audio_files/20210602-153021-d12cb63895b8f572-chest04.wav,0
64,fd34b022a3c5e00f,samsung SM-A605FN | 8.0.0,2019-08-19 17:51:00,spine02,./audio_files/20190819-175159-fd34b022a3c5e00f-spine02.wav,0
227,64ceb96953e05caa,Xiaomi Mi A2 | 9,2020-02-20 19:07:00,chest01,./audio_files/20200220-190741-64ceb96953e05caa-chest01.wav,0
633,f0305807be4e4d26,Xiaomi Redmi Note 9 Pro | 10,2021-05-20 09:09:00,spine01,./audio_files/20210520-090943-f0305807be4e4d26-spine01.wav,0
105,9b4c2956e6d4aa4e,HUAWEI ANE-LX1 | 8.0.0,2019-08-27 14:41:00,spine01,./audio_files/20190827-144115-9b4c2956e6d4aa4e-spine01.wav,0
1284,577a6f7598f401e5,Xiaomi Redmi Note 9 Pro | 10,2021-09-15 13:54:00,chest04,./audio_files/20210915-135431-577a6f7598f401e5-chest04.wav,0
292,d1e9c494582dafbb,samsung SM-A605FN | 10,2020-09-17 10:25:00,spine03,./audio_files/20200917-102505-d1e9c494582dafbb-spine03.wav,0
130,466a8f937ef9285f,HUAWEI ANE-LX1 | 8.0.0,2019-09-09 16:21:00,chest03,./audio_files/20190909-162139-466a8f937ef9285f-chest03.wav,0
1672,42b540f65c13aa6f,Xiaomi Redmi Note 9 Pro | 11,2021-12-01 15:01:00,spine04,./audio_files/20211201-150148-42b540f65c13aa6f-spine04.wav,0
362,147a51a89162d47c,Xiaomi Mi A2 | 10,2021-02-20 12:33:00,chest02,./audio_files/20210220-123321-147a51a89162d47c-chest02.wav,2
315,014143ef87df8dfd,HUAWEI ANE-LX1 | 8.0.0,2021-01-12 16:38:00,spine02,./audio_files/20210112-163805-014143ef87df8dfd-spine02.wav,0
365,147a51a89162d47c,Xiaomi Mi A2 | 10,2021-02-20 12:33:00,spine01,./audio_files/20210220-123321-147a51a89162d47c-spine01.wav,0
169,448bed3e742fa94f,HUAWEI ANE-LX1 | 8.0.0,2019-09-12 16:12:00,chest02,./audio_files/20190912-161215-448bed3e742fa94f-chest02.wav,0
910,da0fcc13da246f60,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 11:35:00,spine04,./audio_files/20210708-113555-da0fcc13da246f60-spine04.wav,0
1462,5735d2cd9fe961fc,Xiaomi Mi A2 | 10,2021-11-03 13:36:00,spine02,./audio_files/20211103-133644-5735d2cd9fe961fc-spine02.wav,0
688,779b952c3de329ab,Xiaomi Mi A2 | 10,2021-06-03 12:30:00,chest04,./audio_files/20210603-123038-779b952c3de329ab-chest04.wav,0
1217,af83f4caf7628298,Xiaomi Redmi Note 9 Pro | 10,2021-09-13 12:57:00,chest01,./audio_files/20210913-125710-af83f4caf7628298-chest01.wav,0
729,6dabc6a62995d69f,Xiaomi Mi A2 | 10,2021-06-07 11:57:00,spine04,./audio_files/20210607-115700-6dabc6a62995d69f-spine04.wav,0
1501,8c61bc763553fd83,Xiaomi Redmi Note 9 Pro | 10,2021-11-17 12:51:00,spine04,./audio_files/20211117-125113-8c61bc763553fd83-spine04.wav,0
1047,05446fa32f2f3044,Xiaomi Redmi Note 9 Pro | 10,2021-07-13 15:44:00,chest02,./audio_files/20210713-154406-05446fa32f2f3044-chest02.wav,0
1435,7a27d0121181a999,Xiaomi Mi A2 | 10,2021-11-01 18:40:00,chest01,./audio_files/20211101-184018-7a27d0121181a999-chest01.wav,1
1354,befe03d0b94124c1,Xiaomi Redmi Note 9 Pro | 10,2021-10-20 14:52:00,chest02,./audio_files/20211020-145259-befe03d0b94124c1-chest02.wav,0
758,c595452dd49fd4be,Xiaomi Redmi Note 9 Pro | 10,2021-06-29 09:55:00,spine02,./audio_files/20210629-095503-c595452dd49fd4be-spine02.wav,0
384,4b71c5b0940a06cb,Xiaomi Mi A2 | 10,2021-03-08 12:09:00,chest02,./audio_files/20210308-120910-4b71c5b0940a06cb-chest02.wav,0
766,cc17983b8b7aea1c,HUAWEI ANE-LX1 | 8.0.0,2021-06-29 15:01:00,spine03,./audio_files/20210629-150148-cc17983b8b7aea1c-spine03.wav,0
938,1449f80965ed0aab,Xiaomi Redmi Note 9 Pro | 10,2021-07-08 18:39:00,chest04,./audio_files/20210708-183927-1449f80965ed0aab-chest04.wav,1
621,6f4d4122d433cc04,Xiaomi Redmi Note 9 Pro | 10,2021-05-19 12:13:00,chest02,./audio_files/20210519-121339-6f4d4122d433cc04-chest02.wav,0
667,72174c2362ec2988,Xiaomi Redmi Note 9 Pro | 10,2021-06-01 12:35:00,spine02,./audio_files/20210601-123507-72174c2362ec2988-spine02.wav,0
579,c8049ed8c648ca88,HUAWEI ANE-LX1 | 8.0.0,2021-05-06 12:27:00,spine01,./audio_files/20210506-122759-c8049ed8c648ca88-spine01.wav,0
337,19590208025dad9e,Xiaomi Mi A2 | 10,2021-01-26 10:35:00,chest01,./audio_files/20210126-103558-19590208025dad9e-chest01.wav,0
197,39efeec631702353,HUAWEI ANE-LX1 | 8.0.0,2019-09-24 15:14:00,spine05,./audio_files/20190924-151450-39efeec631702353-spine05.wav,0
1585,78633fe38950f24b,Xiaomi Redmi Note 9 Pro | 11,2021-11-29 12:48:00,chest03,./audio_files/20211129-124812-78633fe38950f24b-chest03.wav,0
820,8a17cf7da9bc16a2,Xiaomi Redmi Note 9 Pro | 10,2021-07-05 10:23:00,spine04,./audio_files/20210705-102320-8a17cf7da9bc16a2-spine04.wav,0
140,ba35918a396c3059,HUAWEI ANE-LX1 | 8.0.0,2019-09-09 16:28:00,chest03,./audio_files/20190909-162816-ba35918a396c3059-chest03.wav,0
1335,f3ba2c54c70c9ba0,Xiaomi Redmi Note 9 Pro | 10,2021-10-18 12:53:00,spine01,./audio_files/20211018-125341-f3ba2c54c70c9ba0-spine01.wav,2
1156,ee6b818aedab8cb9,Xiaomi Redmi Note 9 Pro | 10,2021-08-30 11:03:00,chest04,./audio_files/20210830-110356-ee6b818aedab8cb9-chest04.wav,0
